AUC,RECALL,F-0.5,F-1,F-2,TN,FN,FP,TP,MODEL,N_NEG,N_POS,DS,CENARIO
0.6546052631578947,0.3092105263157895,0.6911764705882353,0.4723618090452262,0.3587786259541985,10464.0,105.0,0.0,47.0,SVM,10464,152,123,Cenário 1
1.0,1.0,1.0,1.0,1.0,10464.0,0.0,0.0,152.0,XGB,10464,152,123,Cenário 1
0.780130764032576,0.9491504169540408,0.988313638440948,0.9732544683039731,0.958647330758027,15138.0,21.0,811.0,33.0,FRBS,15949,54,124,Cenário 1
0.9942622436821972,1.0,0.2766798418972332,0.37966101694915255,0.6047516198704104,15764.0,0.0,183.0,56.0,LogClass,15947,56,124,Cenário 1
0.7321115032831971,0.4642857142857143,0.7926829268292683,0.6265060240963856,0.5179282868525897,15946.0,30.0,1.0,26.0,MLP,15947,56,124,Cenário 1
1.0,1.0,1.0,1.0,1.0,15947.0,0.0,0.0,56.0,RF,15947,56,124,Cenário 1
0.5089285714285714,0.017857142857142856,0.08333333333333333,0.03508771929824561,0.022222222222222216,15947.0,55.0,0.0,1.0,SVM,15947,56,124,Cenário 1
1.0,1.0,1.0,1.0,1.0,15947.0,0.0,0.0,56.0,XGB,15947,56,124,Cenário 1
0.7685436107707291,0.578753888208125,0.8726301128450009,0.7330468003820441,0.6319603120690009,6140.0,3.0,4469.0,69.0,FRBS,10609,72,125,Cenário 1
0.9605712400877796,0.9571428571428572,0.17952840300107184,0.2581888246628131,0.4595336076817558,10229.0,3.0,382.0,67.0,LogClass,10611,70,125,Cenário 1
0.9059177134240748,0.8142857142857143,0.7089552238805971,0.7450980392156863,0.7851239669421487,10585.0,13.0,26.0,57.0,MLP,10611,70,125,Cenário 1
0.9999528790877392,1.0,0.9887005649717514,0.9929078014184396,0.9971509971509972,10610.0,0.0,1.0,70.0,RF,10611,70,125,Cenário 1
0.5714285714285714,0.14285714285714285,0.4545454545454545,0.25,0.17241379310344826,10611.0,60.0,0.0,10.0,SVM,10611,70,125,Cenário 1
0.9928571428571428,0.9857142857142858,0.9971098265895952,0.9928057553956836,0.988538681948424,10611.0,1.0,0.0,69.0,XGB,10611,70,125,Cenário 1
0.9922502465830632,1.0,0.27572016460905346,0.3785310734463277,0.6036036036036037,13974.0,0.0,220.0,67.0,LogClass,14194,67,127,Cenário 1
0.7686567164179104,0.5373134328358209,0.8530805687203791,0.6990291262135923,0.5921052631578947,14194.0,31.0,0.0,36.0,MLP,14194,67,127,Cenário 1
1.0,1.0,1.0,1.0,1.0,14194.0,0.0,0.0,67.0,RF,14194,67,127,Cenário 1
0.5746268656716418,0.14925373134328354,0.4672897196261682,0.2597402597402597,0.17985611510791366,14194.0,57.0,0.0,10.0,SVM,14194,67,127,Cenário 1
1.0,1.0,1.0,1.0,1.0,14194.0,0.0,0.0,67.0,XGB,14194,67,127,Cenário 1
0.9824885423079556,1.0,0.1651039543416225,0.24035608308605336,0.4416575790621592,14107.0,0.0,512.0,81.0,LogClass,14619,81,128,Cenário 1
0.8145069962225718,0.6296296296296297,0.794392523364486,0.7234042553191491,0.6640625000000001,14610.0,30.0,9.0,51.0,MLP,14619,81,128,Cenário 1
0.9999657979341952,1.0,0.9902200488997556,0.9938650306748468,0.997536945812808,14618.0,0.0,1.0,81.0,RF,14619,81,128,Cenário 1
0.5925925925925926,0.1851851851851852,0.5319148936170213,0.3125,0.22123893805309733,14619.0,66.0,0.0,15.0,SVM,14619,81,128,Cenário 1
0.9999657979341952,1.0,0.9902200488997556,0.9938650306748468,0.997536945812808,14618.0,0.0,1.0,81.0,XGB,14619,81,128,Cenário 1
0.9715162138475022,1.0,0.05626134301270417,0.08707865168539326,0.19254658385093165,10760.0,0.0,650.0,31.0,LogClass,11410,31,13,Cenário 1
0.5322142433066637,0.06451612903225806,0.2325581395348837,0.1176470588235294,0.07874015748031496,11409.0,29.0,1.0,2.0,MLP,11410,31,13,Cenário 1
1.0,1.0,1.0,1.0,1.0,11410.0,0.0,0.0,31.0,RF,11410,31,13,Cenário 1
0.5,0.0,0.0,0.0,0.0,11410.0,31.0,0.0,0.0,SVM,11410,31,13,Cenário 1
1.0,1.0,1.0,1.0,1.0,11410.0,0.0,0.0,31.0,XGB,11410,31,13,Cenário 1
0.9894261144261144,1.0,0.2124183006535948,0.3014492753623189,0.5189620758483035,11155.0,0.0,241.0,52.0,LogClass,11396,52,130,Cenário 1
0.7114945864945865,0.4230769230769231,0.7638888888888888,0.5866666666666667,0.4761904761904761,11395.0,30.0,1.0,22.0,MLP,11396,52,130,Cenário 1
0.9903846153846154,0.9807692307692308,0.99609375,0.9902912621359222,0.9845559845559844,11396.0,1.0,0.0,51.0,RF,11396,52,130,Cenário 1
0.5,0.0,0.0,0.0,0.0,11396.0,52.0,0.0,0.0,SVM,11396,52,130,Cenário 1
1.0,1.0,1.0,1.0,1.0,11396.0,0.0,0.0,52.0,XGB,11396,52,130,Cenário 1
0.44438283353803204,0.877402030712428,0.966555122113554,0.931077471059662,0.8981120406795972,10456.0,87.0,1461.0,1.0,FRBS,11917,88,131,Cenário 1
0.9915339480301759,1.0,0.3169907016060862,0.4261363636363637,0.6499133448873483,11728.0,0.0,202.0,75.0,LogClass,11930,75,131,Cenário 1
0.6666247555183011,0.3333333333333333,0.6983240223463687,0.495049504950495,0.38343558282208573,11929.0,50.0,1.0,25.0,MLP,11930,75,131,Cenário 1
0.9933333333333334,0.9866666666666668,0.9973045822102424,0.9932885906040269,0.9893048128342248,11930.0,1.0,0.0,74.0,RF,11930,75,131,Cenário 1
0.6466666666666667,0.2933333333333333,0.6748466257668713,0.4536082474226804,0.34161490683229817,11930.0,53.0,0.0,22.0,SVM,11930,75,131,Cenário 1
1.0,1.0,1.0,1.0,1.0,11930.0,0.0,0.0,75.0,XGB,11930,75,131,Cenário 1
0.663007576842876,0.884154688569473,0.9727033132530122,0.937494330037195,0.904745228506391,10334.0,24.0,1354.0,19.0,FRBS,11688,43,132,Cenário 1
0.9865731634311126,1.0,0.1313969571230982,0.19487179487179487,0.37698412698412703,11379.0,0.0,314.0,38.0,LogClass,11693,38,132,Cenário 1
0.7235986892742846,0.4473684210526316,0.7456140350877193,0.5964912280701755,0.4970760233918128,11691.0,21.0,2.0,17.0,MLP,11693,38,132,Cenário 1
0.986842105263158,0.9736842105263158,0.9946236559139784,0.9866666666666666,0.9788359788359788,11693.0,1.0,0.0,37.0,RF,11693,38,132,Cenário 1
0.5,0.0,0.0,0.0,0.0,11693.0,38.0,0.0,0.0,SVM,11693,38,132,Cenário 1
1.0,1.0,1.0,1.0,1.0,11693.0,0.0,0.0,38.0,XGB,11693,38,132,Cenário 1
0.8790315789473679,0.7580631578947371,0.9399995823152271,0.8623844422091301,0.796608969593997,9002.0,0.0,2873.0,40.0,FRBS,11875,40,133,Cenário 1
